	seq_id	image_id	image_path	image_cat	image_subcat	d1	d2	d3	d4	d5
3636	3636	2929	training/b/bathroom/ADE_train_00002929.jpg	bathroom		This appears to be a small apartment with multiple rooms visible.	There is a black dining table.	There is a white sofa against a white wall.	Between the table and sofa are two brown chairs with white cushions.	There are some prints arranged on the wall behind the sofa.
3637	3637	2943	training/b/bathroom/ADE_train_00002943.jpg	bathroom		An outdated bathroom	with an aqua coloured basin	and a beige stone countertop	the wallpaper is pink and blue with flowers	and the towels are light blue
3638	3638	16738	training/s/stable/ADE_train_00016738.jpg	stable		This looks like a horse stable.	There are rowws of doors going down a long corridor.	The doors are made of a light colores wood with burgundy accents.	There are a row of rectangular lights going down the ceiling.	There is an opening to outside at the end of the corridor.
3639	3639	6855	training/d/dining_room/ADE_train_00006855.jpg	dining_room		This is a dining area.	The table is small and made of glass.	The chairs are a pale pink and made of wicker.	There are sliding glass doors leading to a balcony to the left of the table.	The walls are painted white.
3640	3640	20053	training/w/wine_cellar/barrel_storage/ADE_train_00020053.jpg	wine_cellar	barrel_storage	This is a wine cellar.	There is an arched stone wall.	Casks line the floor.	There is a man in a brown apron working.	The casks are wooden with silver bands around them.
3641	3641	341	training/b/bedroom/ADE_train_00000341.jpg	bedroom		It's a stick lamp on an old brown end table.	There is just a lamp on a table next to a door.	There is a white wall and a pinkish chair arm.	There is a remote on the end table with the lamp.	The door is golden oak colored.
3642	3642	10363	training/k/kitchen/ADE_train_00010363.jpg	kitchen		A KITCHEN WITH LIGHT OAK CABINETS.	THERE IS A DARK COLORED COUNTERTOP.	THERE IS A BLACK MICROWAVE BUT A WHITE FRIDGE AND OVEN.	THERE IS A WOOD TABLE WITH SHELVES FILLED WITH BOOKS AS SOON AS YOU LOOK IN THE KITCHEN.	THERE IS A WINDOW ABOVE THE KITCHEN SINK IN THE KITCHEN.
3643	3643	100245	validation/c/childs_room/ADE_val_00000245.jpg	childs_room		It's the cute boy's room where everything matches and has insects and creepy crawlers on it.	The bedspread, pillow covers, and curtains all match.	The bed is a nice little wooden bed.	The night table has lizards on two of the drawers and a matching lamp with a lizard on it.	And to polish the room off, there is a large toy box with a dragon fly and lizard on it and a frog cut into the side of it.
3644	3644	16	training/b/bathroom/ADE_train_00000016.jpg	bathroom		The tile has undulating curves that covers the outside of the tub, too	The bathtub and toilet are olive green	The shower curtain and window curtains are plain white	There are two white towels hanging from the towel bar	There is a stack of books and magazines on the sink next to the toillet
3645	3645	101775	validation/s/staircase/ADE_val_00001775.jpg	staircase		There is spiral staircase in the middle	The walls a bare white	The floors are light hardwood	There is a darker wooden door to the left of the staircase	The staircase has metal bars under the railing
3646	3646	13897	training/n/nursery/ADE_train_00013897.jpg	nursery		The walls are yellow with red butterflies near the crib	There is a round, red ottoman	There is a teddy bear and a green pillow on a chair	The crib has red bows on it	The carpet is red
3647	3647	15190	training/p/parlor/ADE_train_00015190.jpg	parlor		It is a picture of a living room.	There is a fireplace on the right with a mirror above it.	There is a love seat with two tables on each side.	The room has two windows with white shutters.	There is a red and white rug.
3648	3648	100479	validation/k/kitchen/ADE_val_00000479.jpg	kitchen		It's a picture of a kitchen.	It is mostly a white kitchen.	There is a silver tea kettle in the center of the image.	There is a beige toaster oven in the corner of the counter in the image.	Look for a black cooktop with white knobs.
3649	3649	3506	training/b/bedroom/ADE_train_00003506.jpg	bedroom		This picture is of a small bedroom.	There is a nightstand on each side of the bed.	Each nightstand has a lamp with a brown shade.	There is an entertainment center with a tv at the opposite the bed.	The tv is on.
3650	3650	3237	training/b/bedroom/ADE_train_00003237.jpg	bedroom		This is a bedroom.	There are two beds in the room separated by a small tray table.	There is a window in the room and a poster on the wall.	The walls in the room are made of a dark wood.	The room is small and there is a white curtain over the window.
3651	3651	2866	training/b/bathroom/ADE_train_00002866.jpg	bathroom		Look for the bathroom sink	with a red bucket beneath it	it also has a bottle of Curel beneath it	The mirror reflects a toilet with the seat up	and a blue and white patterned cloth attached to the wall
3652	3652	682	training/l/living_room/ADE_train_00000682.jpg	living_room		It's a picture of a living room with white walls and a seafoam green coach.	There is a gold circle mirror above the fireplace.	There is a dark wood coffee table with white flowers on it in the middle of the sitting area.	There is a dark wood chair with white cushions on it.	There is an aqua glass vase to the right of the room.
3653	3653	1922	training/a/attic/ADE_train_00001922.jpg	attic		This looks like an attic bedroom.	There is a small brick wall separating another space.	There are two made beds in the room with a small chair between them.	There is a rug on the wooden floor.	The room is dimly lit but the walls look white.
3654	3654	19432	training/u/utility_room/ADE_train_00019432.jpg	utility_room		There are yellow walls.	There is a white cabinet.	There is a white sink.	There is a small white door.	There is an L shaped counter top.
3655	3655	10339	training/k/kitchen/ADE_train_00010339.jpg	kitchen		There is astove top.	There is a fridge.	There are wood cabinets.	There is a marble counter top.	The floor has a small pattern on it.
3656	3656	101461	validation/k/kitchen/ADE_val_00001461.jpg	kitchen		The picture is of a U shaped kitchen with white lower cabinets and a combination of white and see through upper cabinets with chrome handles	The counter tops are black and the stove/oven are black	The is recessed lighting below the upper cabinets and 4 lights are turned on	The stove has a narrow but long steel kitch hood.	The floor has burgundy tile
3657	3657	13867	training/n/nursery/ADE_train_00013867.jpg	nursery		Look for the children's bedroom	with a cathode television set	that sits on a blue dresser	there is also a blue changing table	with a white storage cubby above it on the wall
3658	3658	100195	validation/b/bow_window/indoor/ADE_val_00000195.jpg	bow_window	indoor	Look for the window seat	It could fit two people	and is upholstered in grey with two orange cushions	It overlooks a street from ground level	long flowy white curtains are on either side
3659	3659	6938	training/d/dining_room/ADE_train_00006938.jpg	dining_room		This kitchen has a beautiful wood grain wooden table and chairs.	The black chair seats match the black nicknack glass encased shelf in the corner.	The wall is yellow up to the waist and then white above that.	The flooring is large light colored tiles.	The sliding glass door gives plenty of outdoor view.
3660	3660	11256	training/l/living_room/ADE_train_00011256.jpg	living_room		There is a large window to the right	there are two floor lamps  and two candles behind this	There is a wood coffee table in front of it	there is a plant on the left side	You can sit down and talk to people on this
3661	3661	20178	training/y/youth_hostel/ADE_train_00020178.jpg	youth_hostel		There a re two beds.	There is a plant on the wall.	There is a photo on the wall.	There are tiny lamps on the wall.	The floor is made from wood.
3662	3662	1887	training/a/attic/ADE_train_00001887.jpg	attic		There is a pink wall.	There is a flood window.	There is a small green door.	The walls are many colors.	There is no furniture in the room.
3663	3663	765	training/l/living_room/ADE_train_00000765.jpg	living_room		the walls are orange with a white door at the left	there is a mirror leaning up against the brick chimney in the middle	there is a white spiral staircase to the left of the brick chimney	the couch is brown with brown and white throw pillows	the area rug is white with a white round table on top of it
3664	3664	101458	validation/k/kitchen/ADE_val_00001458.jpg	kitchen		This photo has laundry appliances in it.	The appliances are white.	There is also a white stove.	The floor is white tiles.	There is a window with blinds on it.
3665	3665	7170	training/d/dining_room/ADE_train_00007170.jpg	dining_room		there is a lit ceiling light hanging over a dining table.	a tea cart is on the left wall with tea things on it.	a large reddish rug is under the table.	the walls sport a green wallpaper.	the table is set with glasses and dishes.
